# Item category membership from the Old School RuneScape Wiki
# (oldschool.runescape.wiki, CC BY-NC-SA 3.0), retrieved 2026-08-30 via
# https://oldschool.runescape.wiki/api.php?action=bucket on bucket infobox_item.
# Regenerate with tools/fetch-wiki-item-categories.ps1. Columns: item id, item name,
# comma-separated wiki categories.
4	Ammo mould	Tools
16	Magic whistle	Teleportation items
91	Guam potion (unf)	Potions,Herblore
93	Marrentill potion (unf)	Potions,Herblore
95	Tarromin potion (unf)	Potions,Herblore
97	Harralander potion (unf)	Potions,Herblore
99	Ranarr potion (unf)	Potions,Herblore
101	Irit potion (unf)	Potions,Herblore
103	Avantoe potion (unf)	Potions,Herblore
105	Kwuarm potion (unf)	Potions,Herblore
107	Cadantine potion (unf)	Potions,Herblore
109	Dwarf weed potion (unf)	Potions,Herblore
111	Torstol potion (unf)	Potions,Herblore
113	Strength potion(4)	Potions,Herblore
115	Strength potion(3)	Potions,Herblore
117	Strength potion(2)	Potions,Herblore
119	Strength potion(1)	Potions,Herblore
121	Attack potion(3)	Potions,Herblore
123	Attack potion(2)	Potions,Herblore
125	Attack potion(1)	Potions,Herblore
127	Restore potion(3)	Potions,Herblore
129	Restore potion(2)	Potions,Herblore
131	Restore potion(1)	Potions,Herblore
133	Defence potion(3)	Potions,Herblore
135	Defence potion(2)	Potions,Herblore
137	Defence potion(1)	Potions,Herblore
139	Prayer potion(3)	Potions,Herblore
141	Prayer potion(2)	Potions,Herblore
143	Prayer potion(1)	Potions,Herblore
145	Super attack(3)	Potions,Herblore
147	Super attack(2)	Potions,Herblore
149	Super attack(1)	Potions,Herblore
151	Fishing potion(3)	Potions,Herblore
153	Fishing potion(2)	Potions,Herblore
155	Fishing potion(1)	Potions,Herblore
157	Super strength(3)	Potions,Herblore
159	Super strength(2)	Potions,Herblore
161	Super strength(1)	Potions,Herblore
163	Super defence(3)	Potions,Herblore
165	Super defence(2)	Potions,Herblore
167	Super defence(1)	Potions,Herblore
169	Ranging potion(3)	Potions,Herblore
171	Ranging potion(2)	Potions,Herblore
173	Ranging potion(1)	Potions,Herblore
175	Antipoison(3)	Potions,Herblore
177	Antipoison(2)	Potions,Herblore
179	Antipoison(1)	Potions,Herblore
181	Superantipoison(3)	Potions,Herblore
183	Superantipoison(2)	Potions,Herblore
185	Superantipoison(1)	Potions,Herblore
187	Weapon poison	Potions,Herblore
189	Zamorak brew(3)	Potions,Herblore
191	Zamorak brew(2)	Potions,Herblore
193	Zamorak brew(1)	Potions,Herblore
195	Potion	Potions,Herblore
199	Grimy guam leaf	Herbs
201	Grimy marrentill	Herbs
203	Grimy tarromin	Herbs
205	Grimy harralander	Herbs
207	Grimy ranarr weed	Herbs
209	Grimy irit leaf	Herbs
211	Grimy avantoe	Herbs
213	Grimy kwuarm	Herbs
215	Grimy cadantine	Herbs
217	Grimy dwarf weed	Herbs
219	Grimy torstol	Herbs
